,latitude,longitude,name,unique,detail,category,type
8886,38.936793,-76.946404,BLADENSBURG RD + 42ND AVE,3002882,T14v1,bus,bus
8886,38.936793,-76.946404,BLADENSBURG RD + 42ND AVE,3002882,T18,bus,bus
8887,38.939048,-76.939905,ANNAPOLIS RD + 46TH ST,3002883,F1,bus,bus
8887,38.939048,-76.939905,ANNAPOLIS RD + 46TH ST,3002883,F2,bus,bus
8887,38.939048,-76.939905,ANNAPOLIS RD + 46TH ST,3002883,F2v1,bus,bus
8887,38.939048,-76.939905,ANNAPOLIS RD + 46TH ST,3002883,F8,bus,bus
8887,38.939048,-76.939905,ANNAPOLIS RD + 46TH ST,3002883,T14,bus,bus
8887,38.939048,-76.939905,ANNAPOLIS RD + 46TH ST,3002883,T14v1,bus,bus
8887,38.939048,-76.939905,ANNAPOLIS RD + 46TH ST,3002883,T18,bus,bus
8888,38.93944,-76.931424,ANNAPOLIS RD + BLADENSBURG ELEMENTARY SCHOOL,3002884,F1,bus,bus
8888,38.93944,-76.931424,ANNAPOLIS RD + BLADENSBURG ELEMENTARY SCHOOL,3002884,F2,bus,bus
8888,38.93944,-76.931424,ANNAPOLIS RD + BLADENSBURG ELEMENTARY SCHOOL,3002884,F2v1,bus,bus
8888,38.93944,-76.931424,ANNAPOLIS RD + BLADENSBURG ELEMENTARY SCHOOL,3002884,F8,bus,bus
8888,38.93944,-76.931424,ANNAPOLIS RD + BLADENSBURG ELEMENTARY SCHOOL,3002884,T18,bus,bus
8889,38.939009,-76.92703,ANNAPOLIS RD + 54TH ST,3002885,F1,bus,bus
8889,38.939009,-76.92703,ANNAPOLIS RD + 54TH ST,3002885,F2,bus,bus
8889,38.939009,-76.92703,ANNAPOLIS RD + 54TH ST,3002885,F2v1,bus,bus
8889,38.939009,-76.92703,ANNAPOLIS RD + 54TH ST,3002885,F8,bus,bus
8890,38.946809,-76.89214,ANNAPOLIS RD + 72ND AVE,3002886,F13,bus,bus
8890,38.946809,-76.89214,ANNAPOLIS RD + 72ND AVE,3002886,F13v1,bus,bus
8890,38.946809,-76.89214,ANNAPOLIS RD + 72ND AVE,3002886,T18,bus,bus
8890,38.946809,-76.89214,ANNAPOLIS RD + 72ND AVE,3002886,T18v1,bus,bus
8891,38.948147,-76.872912,NEW CARROLLTON STATION + BUS BAY G,3002887,B24,bus,bus
8891,38.948147,-76.872912,NEW CARROLLTON STATION + BUS BAY G,3002887,B24v1,bus,bus
8891,38.948147,-76.872912,NEW CARROLLTON STATION + BUS BAY G,3002887,B27,bus,bus
8892,38.936642,-76.960062,MUNICIPAL PL + RHODE ISLAND AVE,3002888,82,bus,bus
8892,38.936642,-76.960062,MUNICIPAL PL + RHODE ISLAND AVE,3002888,T14v1,bus,bus
8893,38.939834,-76.934213,EDMONSTON RD + ANNAPOLIS RD,3002889,T14,bus,bus
8893,38.939834,-76.934213,EDMONSTON RD + ANNAPOLIS RD,3002889,T14v1,bus,bus
8894,38.942519,-76.933095,EDMONSTON RD + TILDEN RD,3002890,T14,bus,bus
8894,38.942519,-76.933095,EDMONSTON RD + TILDEN RD,3002890,T14v1,bus,bus
8895,38.954968,-76.922972,KENILWORTH AVE + KENNEDY ST,3002891,R12,bus,bus
8895,38.954968,-76.922972,KENILWORTH AVE + KENNEDY ST,3002891,R12v1,bus,bus
8895,38.954968,-76.922972,KENILWORTH AVE + KENNEDY ST,3002891,T14,bus,bus
8895,38.954968,-76.922972,KENILWORTH AVE + KENNEDY ST,3002891,T14v1,bus,bus
8896,38.956151,-76.922331,KENILWORTH AVE + JEFFERSON ST,3002892,R12,bus,bus
8896,38.956151,-76.922331,KENILWORTH AVE + JEFFERSON ST,3002892,R12v1,bus,bus
8896,38.956151,-76.922331,KENILWORTH AVE + JEFFERSON ST,3002892,T14,bus,bus
8896,38.956151,-76.922331,KENILWORTH AVE + JEFFERSON ST,3002892,T14v1,bus,bus
8897,38.95787,-76.920771,KENILWORTH AVE + NICHOLSON ST,3002893,R12,bus,bus
8897,38.95787,-76.920771,KENILWORTH AVE + NICHOLSON ST,3002893,R12v1,bus,bus
8897,38.95787,-76.920771,KENILWORTH AVE + NICHOLSON ST,3002893,T14,bus,bus
8897,38.95787,-76.920771,KENILWORTH AVE + NICHOLSON ST,3002893,T14v1,bus,bus
8898,38.972206,-76.892641,GOOD LUCK RD + ADRIAN ST,3002894,T14,bus,bus
8898,38.972206,-76.892641,GOOD LUCK RD + ADRIAN ST,3002894,T14v1,bus,bus
8899,38.972735,-76.889875,GOOD LUCK RD + TREXLER RD,3002895,T14,bus,bus
8899,38.972735,-76.889875,GOOD LUCK RD + TREXLER RD,3002895,T14v1,bus,bus
8900,38.974413,-76.886853,GOOD LUCK RD + NASHVILLE RD,3002896,T14,bus,bus
8900,38.974413,-76.886853,GOOD LUCK RD + NASHVILLE RD,3002896,T14v1,bus,bus
8901,38.974866,-76.883696,GOOD LUCK RD + LAMONT ELEMENTARY SCHOOL,3002897,T14,bus,bus
8901,38.974866,-76.883696,GOOD LUCK RD + LAMONT ELEMENTARY SCHOOL,3002897,T14v1,bus,bus
8902,39.100327,-76.853297,GORMAN AVE + 4TH ST,3002898,87,bus,bus
8902,39.100327,-76.853297,GORMAN AVE + 4TH ST,3002898,87c,bus,bus
8902,39.100327,-76.853297,GORMAN AVE + 4TH ST,3002898,87v1,bus,bus
8902,39.100327,-76.853297,GORMAN AVE + 4TH ST,3002898,87v2,bus,bus
8902,39.100327,-76.853297,GORMAN AVE + 4TH ST,3002898,89,bus,bus
8903,39.087471,-76.864677,MULBERRY ST + CROWS NEST CT,3002899,87,bus,bus
8903,39.087471,-76.864677,MULBERRY ST + CROWS NEST CT,3002899,87c,bus,bus
8903,39.087471,-76.864677,MULBERRY ST + CROWS NEST CT,3002899,87v1,bus,bus
8903,39.087471,-76.864677,MULBERRY ST + CROWS NEST CT,3002899,87v2,bus,bus
8904,39.084323,-76.865837,MULBERRY ST + WILLIAM ST,3002900,87,bus,bus
8904,39.084323,-76.865837,MULBERRY ST + WILLIAM ST,3002900,87c,bus,bus
8904,39.084323,-76.865837,MULBERRY ST + WILLIAM ST,3002900,87v1,bus,bus
8904,39.084323,-76.865837,MULBERRY ST + WILLIAM ST,3002900,87v2,bus,bus
8905,39.092009,-76.856568,BALTIMORE AVE + CHERRY LN,3002901,87,bus,bus
8905,39.092009,-76.856568,BALTIMORE AVE + CHERRY LN,3002901,87c,bus,bus
8905,39.092009,-76.856568,BALTIMORE AVE + CHERRY LN,3002901,87cv1,bus,bus
8906,39.08909,-76.846465,LAUREL BOWIE RD + BOWIE RD,3002902,87,bus,bus
8906,39.08909,-76.846465,LAUREL BOWIE RD + BOWIE RD,3002902,87c,bus,bus
8906,39.08909,-76.846465,LAUREL BOWIE RD + BOWIE RD,3002902,87cv1,bus,bus
8906,39.08909,-76.846465,LAUREL BOWIE RD + BOWIE RD,3002902,89M,bus,bus
8907,39.080024,-76.848309,LAUREL BOWIE RD + BRIARWOOD DR,3002904,87,bus,bus
8907,39.080024,-76.848309,LAUREL BOWIE RD + BRIARWOOD DR,3002904,87c,bus,bus
8907,39.080024,-76.848309,LAUREL BOWIE RD + BRIARWOOD DR,3002904,87cv1,bus,bus
8907,39.080024,-76.848309,LAUREL BOWIE RD + BRIARWOOD DR,3002904,89M,bus,bus
8907,39.080024,-76.848309,LAUREL BOWIE RD + BRIARWOOD DR,3002904,Z7,bus,bus
8908,39.078302,-76.846732,SOUTH LAUREL PARK AND RIDE LOT + BUS BAY A,3002905,87,bus,bus
8908,39.078302,-76.846732,SOUTH LAUREL PARK AND RIDE LOT + BUS BAY A,3002905,87c,bus,bus
8908,39.078302,-76.846732,SOUTH LAUREL PARK AND RIDE LOT + BUS BAY A,3002905,87cv2,bus,bus
8908,39.078302,-76.846732,SOUTH LAUREL PARK AND RIDE LOT + BUS BAY A,3002905,87v1,bus,bus
8908,39.078302,-76.846732,SOUTH LAUREL PARK AND RIDE LOT + BUS BAY A,3002905,89M,bus,bus
8909,39.03507,-76.863008,POWDER MILL RD + #426,3002906,87,bus,bus
8909,39.03507,-76.863008,POWDER MILL RD + #426,3002906,87c,bus,bus
8909,39.03507,-76.863008,POWDER MILL RD + #426,3002906,87cv1,bus,bus
8909,39.03507,-76.863008,POWDER MILL RD + #426,3002906,87cv2,bus,bus
8910,39.031804,-76.873755,POWDER MILL RD + LOG LODGE RD,3002907,87,bus,bus
8910,39.031804,-76.873755,POWDER MILL RD + LOG LODGE RD,3002907,87c,bus,bus
8910,39.031804,-76.873755,POWDER MILL RD + LOG LODGE RD,3002907,87cv1,bus,bus
8910,39.031804,-76.873755,POWDER MILL RD + LOG LODGE RD,3002907,87cv2,bus,bus
8911,39.032111,-76.888593,POWDER MILL RD + ANIMAL & NATURAL RESOURCES INS,3002908,87,bus,bus
8911,39.032111,-76.888593,POWDER MILL RD + ANIMAL & NATURAL RESOURCES INS,3002908,87c,bus,bus
8911,39.032111,-76.888593,POWDER MILL RD + ANIMAL & NATURAL RESOURCES INS,3002908,87cv1,bus,bus
8911,39.032111,-76.888593,POWDER MILL RD + ANIMAL & NATURAL RESOURCES INS,3002908,87cv2,bus,bus
8912,39.031943,-76.893035,POWDER MILL RD + #161,3002909,87,bus,bus
8912,39.031943,-76.893035,POWDER MILL RD + #161,3002909,87c,bus,bus
8912,39.031943,-76.893035,POWDER MILL RD + #161,3002909,87cv1,bus,bus
8912,39.031943,-76.893035,POWDER MILL RD + #161,3002909,87cv2,bus,bus
8913,39.031801,-76.892603,POWDER MILL RD + #161,3002910,87,bus,bus
8913,39.031801,-76.892603,POWDER MILL RD + #161,3002910,87cv2,bus,bus
8913,39.031801,-76.892603,POWDER MILL RD + #161,3002910,87v1,bus,bus
8913,39.031801,-76.892603,POWDER MILL RD + #161,3002910,87v2,bus,bus
8914,39.031991,-76.888474,POWDER MILL RD + ANIMAL & NATURAL RESOURCES INSTITUTE,3002911,87,bus,bus
8914,39.031991,-76.888474,POWDER MILL RD + ANIMAL & NATURAL RESOURCES INSTITUTE,3002911,87cv2,bus,bus
8914,39.031991,-76.888474,POWDER MILL RD + ANIMAL & NATURAL RESOURCES INSTITUTE,3002911,87v1,bus,bus
8914,39.031991,-76.888474,POWDER MILL RD + ANIMAL & NATURAL RESOURCES INSTITUTE,3002911,87v2,bus,bus
8915,39.031821,-76.873195,POWDER MILL RD + CENTER RD,3002912,87,bus,bus
8915,39.031821,-76.873195,POWDER MILL RD + CENTER RD,3002912,87cv2,bus,bus
8915,39.031821,-76.873195,POWDER MILL RD + CENTER RD,3002912,87v1,bus,bus
8915,39.031821,-76.873195,POWDER MILL RD + CENTER RD,3002912,87v2,bus,bus
8916,39.034962,-76.86319,POWDER MILL RD + #426,3002913,87,bus,bus
8916,39.034962,-76.86319,POWDER MILL RD + #426,3002913,87cv2,bus,bus
8916,39.034962,-76.86319,POWDER MILL RD + #426,3002913,87v1,bus,bus
8916,39.034962,-76.86319,POWDER MILL RD + #426,3002913,87v2,bus,bus
8917,39.070509,-76.843259,LAUREL BOWIE RD + BROCK BRIDGE RD,3002915,87,bus,bus
8917,39.070509,-76.843259,LAUREL BOWIE RD + BROCK BRIDGE RD,3002915,87cv2,bus,bus
8917,39.070509,-76.843259,LAUREL BOWIE RD + BROCK BRIDGE RD,3002915,87v1,bus,bus
8917,39.070509,-76.843259,LAUREL BOWIE RD + BROCK BRIDGE RD,3002915,87v2,bus,bus
8918,39.074269,-76.847848,LAUREL BOWIE RD + CONTEE RD,3002916,87,bus,bus
8918,39.074269,-76.847848,LAUREL BOWIE RD + CONTEE RD,3002916,87cv2,bus,bus
8918,39.074269,-76.847848,LAUREL BOWIE RD + CONTEE RD,3002916,87v1,bus,bus
8918,39.074269,-76.847848,LAUREL BOWIE RD + CONTEE RD,3002916,87v2,bus,bus
8919,39.091329,-76.844556,LAUREL BOWIE RD + GREENVIEW DR,3002917,87,bus,bus
8919,39.091329,-76.844556,LAUREL BOWIE RD + GREENVIEW DR,3002917,87cv2,bus,bus
8919,39.091329,-76.844556,LAUREL BOWIE RD + GREENVIEW DR,3002917,87v1,bus,bus
8919,39.091329,-76.844556,LAUREL BOWIE RD + GREENVIEW DR,3002917,87v2,bus,bus
8919,39.091329,-76.844556,LAUREL BOWIE RD + GREENVIEW DR,3002917,89M,bus,bus
8920,39.09325,-76.843335,LAUREL BOWIE RD + MORRIS DR,3002918,87,bus,bus
8920,39.09325,-76.843335,LAUREL BOWIE RD + MORRIS DR,3002918,87cv2,bus,bus
8920,39.09325,-76.843335,LAUREL BOWIE RD + MORRIS DR,3002918,87v1,bus,bus
8920,39.09325,-76.843335,LAUREL BOWIE RD + MORRIS DR,3002918,87v2,bus,bus
8920,39.09325,-76.843335,LAUREL BOWIE RD + MORRIS DR,3002918,89M,bus,bus
8921,39.100671,-76.845466,2ND ST + LAUREL AVE,3002919,87,bus,bus
8921,39.100671,-76.845466,2ND ST + LAUREL AVE,3002919,87cv2,bus,bus
8921,39.100671,-76.845466,2ND ST + LAUREL AVE,3002919,87v1,bus,bus
8921,39.100671,-76.845466,2ND ST + LAUREL AVE,3002919,87v2,bus,bus
8921,39.100671,-76.845466,2ND ST + LAUREL AVE,3002919,89M,bus,bus
8922,39.102243,-76.843792,2ND ST + MAIN ST,3002920,87,bus,bus
8922,39.102243,-76.843792,2ND ST + MAIN ST,3002920,87cv2,bus,bus
8922,39.102243,-76.843792,2ND ST + MAIN ST,3002920,87v1,bus,bus
8922,39.102243,-76.843792,2ND ST + MAIN ST,3002920,87v2,bus,bus
8922,39.102243,-76.843792,2ND ST + MAIN ST,3002920,89M,bus,bus
8923,38.947147,-76.872414,NEW CARROLLTON STATION + BUS BAY E,3002921,87,bus,bus
8924,39.078294,-76.847028,SOUTH LAUREL PARK AND RIDE LOT + BUS BAY B,3002922,Z7,bus,bus
8924,39.078294,-76.847028,SOUTH LAUREL PARK AND RIDE LOT + BUS BAY B,3002922,Z7v1,bus,bus
8925,39.094118,-76.873919,CHERRY LN + STRATFIELD LN,3002923,89,bus,bus
8925,39.094118,-76.873919,CHERRY LN + STRATFIELD LN,3002923,89M,bus,bus
8925,39.094118,-76.873919,CHERRY LN + STRATFIELD LN,3002923,Z7,bus,bus
8925,39.094118,-76.873919,CHERRY LN + STRATFIELD LN,3002923,Z7v1,bus,bus
8926,39.105896,-76.863772,SANDY SPRING RD + WESTVIEW TER,3002924,89,bus,bus
8926,39.105896,-76.863772,SANDY SPRING RD + WESTVIEW TER,3002924,89M,bus,bus
8927,39.075885,-76.868865,BALTIMORE AVE + CONTEE RD,3002926,89,bus,bus
8927,39.075885,-76.868865,BALTIMORE AVE + CONTEE RD,3002926,89M,bus,bus
8927,39.075885,-76.868865,BALTIMORE AVE + CONTEE RD,3002926,89v1,bus,bus
8928,39.045119,-76.902185,BALTIMORE AVE + LINCOLN AVE,3002930,89,bus,bus
8928,39.045119,-76.902185,BALTIMORE AVE + LINCOLN AVE,3002930,89M,bus,bus
8928,39.045119,-76.902185,BALTIMORE AVE + LINCOLN AVE,3002930,89v1,bus,bus
8929,39.033718,-76.909213,BALTIMORE AVE + SELLMAN RD,3002931,89,bus,bus
8929,39.033718,-76.909213,BALTIMORE AVE + SELLMAN RD,3002931,89M,bus,bus
8929,39.033718,-76.909213,BALTIMORE AVE + SELLMAN RD,3002931,89v1,bus,bus
8930,39.023226,-76.909289,SUNNYSIDE AVE + #5640,3002932,89,bus,bus
8930,39.023226,-76.909289,SUNNYSIDE AVE + #5640,3002932,89M,bus,bus
8930,39.023226,-76.909289,SUNNYSIDE AVE + #5640,3002932,89v1,bus,bus
8931,39.070777,-76.87427,BALTIMORE AVE + MD NATIONAL MEMORIAL PARK,3002934,89,bus,bus
8931,39.070777,-76.87427,BALTIMORE AVE + MD NATIONAL MEMORIAL PARK,3002934,89M,bus,bus
8931,39.070777,-76.87427,BALTIMORE AVE + MD NATIONAL MEMORIAL PARK,3002934,89v1,bus,bus
8932,39.077185,-76.866945,BALTIMORE AVE + CONTEE RD,3002935,89,bus,bus
8932,39.077185,-76.866945,BALTIMORE AVE + CONTEE RD,3002935,89M,bus,bus
8932,39.077185,-76.866945,BALTIMORE AVE + CONTEE RD,3002935,89v1,bus,bus
8933,39.08209,-76.863558,BALTIMORE AVE + CYPRESS ST,3002936,89,bus,bus
8933,39.08209,-76.863558,BALTIMORE AVE + CYPRESS ST,3002936,89M,bus,bus
8933,39.08209,-76.863558,BALTIMORE AVE + CYPRESS ST,3002936,89v1,bus,bus
8934,39.106566,-76.849148,MAIN ST + ORCHARD TOWNE CT,3002938,89M,bus,bus
8935,39.093039,-76.867572,CHERRY LN + CAMBRIDGE CIR,3002939,89M,bus,bus
8935,39.093039,-76.867572,CHERRY LN + CAMBRIDGE CIR,3002939,Z7,bus,bus
8936,38.932418,-76.919033,HOSPITAL DR + COUNTY HEALTH CENTER,3002941,A12,bus,bus
8936,38.932418,-76.919033,HOSPITAL DR + COUNTY HEALTH CENTER,3002941,A12v2,bus,bus
8936,38.932418,-76.919033,HOSPITAL DR + COUNTY HEALTH CENTER,3002941,A12v4,bus,bus
8936,38.932418,-76.919033,HOSPITAL DR + COUNTY HEALTH CENTER,3002941,F1,bus,bus
8936,38.932418,-76.919033,HOSPITAL DR + COUNTY HEALTH CENTER,3002941,F13,bus,bus
8936,38.932418,-76.919033,HOSPITAL DR + COUNTY HEALTH CENTER,3002941,F13v1,bus,bus
8936,38.932418,-76.919033,HOSPITAL DR + COUNTY HEALTH CENTER,3002941,F2,bus,bus
8936,38.932418,-76.919033,HOSPITAL DR + COUNTY HEALTH CENTER,3002941,F2c,bus,bus
8936,38.932418,-76.919033,HOSPITAL DR + COUNTY HEALTH CENTER,3002941,F8,bus,bus
8937,38.933095,-76.907156,LANDOVER RD + 63RD PL,3002942,A12,bus,bus
8937,38.933095,-76.907156,LANDOVER RD + 63RD PL,3002942,A12v4,bus,bus
8938,38.927211,-76.890554,LANDOVER RD + PINEBROOK AVE,3002943,A12,bus,bus
8938,38.927211,-76.890554,LANDOVER RD + PINEBROOK AVE,3002943,A12v4,bus,bus
8938,38.927211,-76.890554,LANDOVER RD + PINEBROOK AVE,3002943,F12,bus,bus
8939,38.923955,-76.88392,HAWTHORNE ST + KENT VILLAGE DR,3002944,A12,bus,bus
8939,38.923955,-76.88392,HAWTHORNE ST + KENT VILLAGE DR,3002944,A12v4,bus,bus
8940,38.924673,-76.880552,HAWTHORNE ST + FIRE HOUSE RD,3002945,A12,bus,bus
8940,38.924673,-76.880552,HAWTHORNE ST + FIRE HOUSE RD,3002945,A12v4,bus,bus
8941,38.913404,-76.887708,MARTIN LUTHER KING JR HWY + RYDERWOOD CT,3002946,A12,bus,bus
8941,38.913404,-76.887708,MARTIN LUTHER KING JR HWY + RYDERWOOD CT,3002946,A12v3,bus,bus
8941,38.913404,-76.887708,MARTIN LUTHER KING JR HWY + RYDERWOOD CT,3002946,A12v4,bus,bus
8941,38.913404,-76.887708,MARTIN LUTHER KING JR HWY + RYDERWOOD CT,3002946,F14,bus,bus
8942,38.886185,-76.895758,ADDISON ROAD STATION + BUS BAY D,3002947,A12,bus,bus
8942,38.886185,-76.895758,ADDISON ROAD STATION + BUS BAY D,3002947,A12v2,bus,bus
8942,38.886185,-76.895758,ADDISON ROAD STATION + BUS BAY D,3002947,A12v3,bus,bus
8942,38.886185,-76.895758,ADDISON ROAD STATION + BUS BAY D,3002947,A12v4,bus,bus
8943,38.886263,-76.902841,CENTRAL AVE + POLICE INSTITUTE,3002948,F14,bus,bus
8943,38.886263,-76.902841,CENTRAL AVE + POLICE INSTITUTE,3002948,F14v1,bus,bus
8943,38.886263,-76.902841,CENTRAL AVE + POLICE INSTITUTE,3002948,J11,bus,bus
8943,38.886263,-76.902841,CENTRAL AVE + POLICE INSTITUTE,3002948,J12,bus,bus
8943,38.886263,-76.902841,CENTRAL AVE + POLICE INSTITUTE,3002948,V14,bus,bus
8944,38.882819,-76.917285,LARCHMONT AVE + CUMBERLAND ST,3002949,F14,bus,bus
8944,38.882819,-76.917285,LARCHMONT AVE + CUMBERLAND ST,3002949,F14v1,bus,bus
8944,38.882819,-76.917285,LARCHMONT AVE + CUMBERLAND ST,3002949,J11,bus,bus
8944,38.882819,-76.917285,LARCHMONT AVE + CUMBERLAND ST,3002949,J12,bus,bus
8945,38.87357,-76.93105,MARLBORO PIKE + BOONES HILL RD,3002950,F14,bus,bus
8945,38.87357,-76.93105,MARLBORO PIKE + BOONES HILL RD,3002950,F14v1,bus,bus
8945,38.87357,-76.93105,MARLBORO PIKE + BOONES HILL RD,3002950,J13,bus,bus
8946,38.871088,-76.964551,PENNSYLVANIA AVE SE + 30TH ST SE,1003391,30N,bus,bus
8946,38.871088,-76.964551,PENNSYLVANIA AVE SE + 30TH ST SE,1003391,36,bus,bus
8946,38.871088,-76.964551,PENNSYLVANIA AVE SE + 30TH ST SE,1003391,39,bus,bus
8946,38.871088,-76.964551,PENNSYLVANIA AVE SE + 30TH ST SE,1003391,D51,bus,bus
8946,38.871088,-76.964551,PENNSYLVANIA AVE SE + 30TH ST SE,1003391,J13,bus,bus
8946,38.871088,-76.964551,PENNSYLVANIA AVE SE + 30TH ST SE,1003391,K11,bus,bus
8946,38.871088,-76.964551,PENNSYLVANIA AVE SE + 30TH ST SE,1003391,M6,bus,bus
8947,38.931654,-76.889577,PENNSY DR + LANDOVER STATION,3002951,A12,bus,bus
8947,38.931654,-76.889577,PENNSY DR + LANDOVER STATION,3002951,A12v2,bus,bus
8947,38.931654,-76.889577,PENNSY DR + LANDOVER STATION,3002951,A12v4,bus,bus
8947,38.931654,-76.889577,PENNSY DR + LANDOVER STATION,3002951,F12,bus,bus
8947,38.931654,-76.889577,PENNSY DR + LANDOVER STATION,3002951,F12c,bus,bus
8948,38.933413,-76.890884,LANDOVER STATION + BUS BAY D,3002952,A12,bus,bus
8948,38.933413,-76.890884,LANDOVER STATION + BUS BAY D,3002952,A12v4,bus,bus
8949,38.902628,-76.89983,MARTIN LUTHER KING JR HWY + GLEN WILLOW DR,3002953,A12,bus,bus
8949,38.902628,-76.89983,MARTIN LUTHER KING JR HWY + GLEN WILLOW DR,3002953,A12v2,bus,bus
8950,38.932209,-76.901494,LANDOVER RD + KILMER ST,3002954,A12,bus,bus
8950,38.932209,-76.901494,LANDOVER RD + KILMER ST,3002954,A12v2,bus,bus
8951,38.933416,-76.907414,LANDOVER RD + OLD LANDOVER RD,3002955,A12,bus,bus
8951,38.933416,-76.907414,LANDOVER RD + OLD LANDOVER RD,3002955,A12v2,bus,bus
8952,38.88899,-76.913361,CAPITOL HEGHTS STATION + BUS BAY B,3002957,A12v2,bus,bus
8952,38.88899,-76.913361,CAPITOL HEGHTS STATION + BUS BAY B,3002957,A12v4,bus,bus
8953,39.007933,-76.763233,LAUREL BOWIE RD + RACE TRACK RD,3002958,B21,bus,bus
8953,39.007933,-76.763233,LAUREL BOWIE RD + RACE TRACK RD,3002958,B22,bus,bus
8953,39.007933,-76.763233,LAUREL BOWIE RD + RACE TRACK RD,3002958,C29v4,bus,bus
8954,38.995978,-76.758797,LAUREL BOWIE RD + ROCKLEDGE DR,3002959,B21,bus,bus
8954,38.995978,-76.758797,LAUREL BOWIE RD + ROCKLEDGE DR,3002959,B22,bus,bus
8954,38.995978,-76.758797,LAUREL BOWIE RD + ROCKLEDGE DR,3002959,C29v4,bus,bus
8955,38.97831,-76.756115,LAUREL BOWIE RD + GRASON LN,3002960,B21,bus,bus
8955,38.97831,-76.756115,LAUREL BOWIE RD + GRASON LN,3002960,C29v4,bus,bus
8956,38.975941,-76.756141,LAUREL BOWIE RD + GRADYS WALK,3002961,B21,bus,bus
8956,38.975941,-76.756141,LAUREL BOWIE RD + GRADYS WALK,3002961,C29v4,bus,bus
8957,38.971629,-76.755792,LAUREL BOWIE RD + ANNAPOLIS RD,3002962,B21,bus,bus
8957,38.971629,-76.755792,LAUREL BOWIE RD + ANNAPOLIS RD,3002962,C29v4,bus,bus
8958,38.956705,-76.7459,COLLINGTON RD + TONGUE AVE,3002963,B21,bus,bus
8958,38.956705,-76.7459,COLLINGTON RD + TONGUE AVE,3002963,B24,bus,bus
8958,38.956705,-76.7459,COLLINGTON RD + TONGUE AVE,3002963,B24v1,bus,bus
8958,38.956705,-76.7459,COLLINGTON RD + TONGUE AVE,3002963,C29v4,bus,bus
8959,38.950251,-76.73639,BOWIE PARK AND RIDE LOT + BUS BAY A,3002964,B21,bus,bus
8959,38.950251,-76.73639,BOWIE PARK AND RIDE LOT + BUS BAY A,3002964,B22,bus,bus
8959,38.950251,-76.73639,BOWIE PARK AND RIDE LOT + BUS BAY A,3002964,B29,bus,bus
8959,38.950251,-76.73639,BOWIE PARK AND RIDE LOT + BUS BAY A,3002964,B31,bus,bus
8959,38.950251,-76.73639,BOWIE PARK AND RIDE LOT + BUS BAY A,3002964,C28,bus,bus
8960,38.959089,-76.748128,COLLINGTON RD + LERNER PL,3002965,B21,bus,bus
8960,38.959089,-76.748128,COLLINGTON RD + LERNER PL,3002965,B24,bus,bus
8960,38.959089,-76.748128,COLLINGTON RD + LERNER PL,3002965,C29v4,bus,bus
8961,38.962402,-76.751301,COLLINGTON RD + FAITH LN,3002966,B21,bus,bus
8961,38.962402,-76.751301,COLLINGTON RD + FAITH LN,3002966,B24,bus,bus
8961,38.962402,-76.751301,COLLINGTON RD + FAITH LN,3002966,C29v4,bus,bus
8962,38.968192,-76.754449,COLLINGTON RD + TULIP GROVE DR,3002967,B21,bus,bus
8962,38.968192,-76.754449,COLLINGTON RD + TULIP GROVE DR,3002967,B24,bus,bus
8962,38.968192,-76.754449,COLLINGTON RD + TULIP GROVE DR,3002967,C29v4,bus,bus
8963,38.979037,-76.755918,LAUREL BOWIE RD + MADDOX LN,3002968,B21,bus,bus
8963,38.979037,-76.755918,LAUREL BOWIE RD + MADDOX LN,3002968,C29v4,bus,bus
8964,38.982276,-76.756577,LAUREL BOWIE RD + MILLSTREAM DR,3002969,B21,bus,bus
8964,38.982276,-76.756577,LAUREL BOWIE RD + MILLSTREAM DR,3002969,C29v4,bus,bus
8965,38.991458,-76.758157,LAUREL BOWIE RD + WHITEHALL DR,3002970,B21,bus,bus
8965,38.991458,-76.758157,LAUREL BOWIE RD + WHITEHALL DR,3002970,B22,bus,bus
8965,38.991458,-76.758157,LAUREL BOWIE RD + WHITEHALL DR,3002970,C29v4,bus,bus
8966,38.996347,-76.75856,LAUREL BOWIE RD + ROCKLEDGE DR,3002971,B21,bus,bus
8966,38.996347,-76.75856,LAUREL BOWIE RD + ROCKLEDGE DR,3002971,B22,bus,bus
8966,38.996347,-76.75856,LAUREL BOWIE RD + ROCKLEDGE DR,3002971,C29v4,bus,bus
8967,39.00103,-76.759179,LAUREL BOWIE RD + RUSTIC HILL DR,3002972,B21,bus,bus
8967,39.00103,-76.759179,LAUREL BOWIE RD + RUSTIC HILL DR,3002972,B22,bus,bus
8967,39.00103,-76.759179,LAUREL BOWIE RD + RUSTIC HILL DR,3002972,C29v4,bus,bus
8968,39.008387,-76.762824,LAUREL BOWIE RD + RACE TRACK RD,3002973,B21,bus,bus
8968,39.008387,-76.762824,LAUREL BOWIE RD + RACE TRACK RD,3002973,B22,bus,bus
8968,39.008387,-76.762824,LAUREL BOWIE RD + RACE TRACK RD,3002973,C29v4,bus,bus
8969,39.017322,-76.759855,BOWIE STATE UNIVERSITY + THURGOOD MARSHALL LIBRARY,3002974,B21,bus,bus
8969,39.017322,-76.759855,BOWIE STATE UNIVERSITY + THURGOOD MARSHALL LIBRARY,3002974,B22,bus,bus
8969,39.017322,-76.759855,BOWIE STATE UNIVERSITY + THURGOOD MARSHALL LIBRARY,3002974,B27,bus,bus
